"ID","CustomerCode","ProductCode","Month","BudgetQuantity","BudgetNetValue","BudgetMarginPercent"
3576,"8404","00049","201107",169,594.285,0.009626
3578,"6002","00041","201107",155,679.9591,0.019122
3579,"1304","00688","201107",129,750.7841,0.008182
3580,"4300","00049","201107",338,891.4595,0.011797
3581,"4300","00029","201107",130,370.8272,0.006556
3582,"3206","00029","201107",156,444.9966,0.008168
3583,"2602","00049","201107",169,478.4207,0.015779
3584,"6011","00042","201107",206,1182.485,0.018198
3585,"3901","00042","201107",155,679.9591,0.005312
3586,"2101","00042","201107",206,693.5583,-0.005605
3587,"2805","00049","201107",197,832.0288,0.018101
3589,"0700","00042","201107",129,703.8601,0.003064
3590,"7507","00042","201107",129,703.8601,0.003064
3591,"0035","00049","201107",310,1010.2994,0.146819
3592,"7706","00042","201107",116,633.4741,0.002863
3593,"0010","00042","201107",206,1266.9482,0.009576
3594,"1601","00049","201107",282,717.6568,0.02146
3595,"1200","00042","201107",258,1266.9482,0.001456
3596,"3303","00042","201107",129,739.0531,0.01464
3597,"8901","00035","201107",129,802.6259,0.001786
3598,"8400","00049","201107",507,1782.8763,0.027819
3599,"0014","00029","201107",130,370.8272,0.017618
3600,"1001","00049","201107",197,568.7636,0.019052
3602,"1721","00049","201107",169,499.482,0.092764
3603,"0034","00019","201107",203,780.2297,0.118657
3604,"3207","00041","201107",155,703.8601,0.008566
3605,"1103","01093","201107",130,299.814,0.00901
3606,"3604","00041","201107",116,633.4741,0.010307
3607,"3702","00049","201107",648,1831.6574,0.060348
3608,"1739","00042","201107",125,721.9845,0.036749
3609,"4801","00049","201107",141,398.681,0.013149
3610,"3602","00049","201107",705,1594.7757,0.041549
3611,"6013","01093","201107",260,302.9899,-0.013707
3612,"4202","00029","201107",130,298.5292,0.00947
3614,"0011","00049","201107",169,593.2817,0.029265
3615,"7406","00688","201107",155,750.7646,0.004644
3616,"1807","00016","201107",169,499.4587,0.002476
3617,"7708","00042","201107",232,1266.9482,0.005726
3618,"0014","00688","201107",155,563.0881,-0.004718
3619,"2701","01210","201107",155,944.2501,0.020293
3620,"0014","00035","201107",258,1994.013,0.006643
3621,"3100","01040","201107",310,1269.5613,0.016139
3622,"3702","00029","201107",174,406.5295,0.013133
3623,"3000","00049","201107",141,594.3063,0.012455
3625,"0102","00049","201107",169,358.8284,0.00852
3626,"0100","00049","201107",141,371.4414,0.004915
3627,"7511","00042","201107",224,1224.091,0.014635
3628,"1600","00029","201107",124,278.1155,0.003762
3629,"1305","00029","201107",130,378.7373,0.00708
3630,"6024","01093","201107",217,1483.3879,0.463273
3631,"2803","01210","201107",155,1161.2193,0.047191
3632,"0041","00049","201107",1901,5226.1376,0.013393
3633,"7600","00847","201107",155,610.8718,0.004015
3634,"1501","00029","201107",304,835.9262,0.030413
3635,"0812","00049","201107",254,808.2054,0.036467
3637,"3100","01093","201107",130,224.8753,-7.632313
3638,"7901","00029","201107",369,754.6203,0.021388
3639,"1303","00033","201107",129,997.0065,0.002975
3640,"6004","01093","201107",156,284.053,0.000512
3641,"3602","00042","201107",206,679.9591,-0.006416
3642,"7300","00050","201107",127,445.7084,0.008247
3643,"1404","00029","201107",260,743.272,0.013668
3644,"3205","01210","201107",206,1501.3745,0.017193
3645,"1400","00019","201107",271,917.0472,0.014377
3646,"3202","00688","201107",155,604.3924,0.006462
3648,"0602","01210","201107",271,1653.7871,0.035596
3649,"5300","01092","201107",282,564,-0.016937
3650,"9204","00029","201107",260,558.6376,0.007293
3651,"9204","00049","201107",564,1485.7658,0.020412
3652,"9208","00029","201107",260,558.6376,0.007293
3653,"3400","01210","201107",129,734.266,0.003267
3654,"6028","00049","201107",169,445.7297,0.070908
3655,"7605","00042","201107",155,844.6321,0.003818
3656,"7600","00042","201107",206,844.6321,-0.004441
3657,"6012","00049","201107",169,414.9898,0.013056
3658,"9000","00688","201107",129,625.6339,0.003728
3659,"3200","01210","201107",206,1463.8401,0.01526
3661,"6024","01107","201107",156,717.9373,0.006853
3662,"3206","01210","201107",155,1172.9293,0.014585
3663,"6013","00764","201107",169,534.8757,0.000645
3664,"8400","00029","201107",117,340.8636,0.005112
3665,"1300","00019","201107",169,764.206,0.015673
3666,"3600","00029","201107",260,556.2705,0.006947
3667,"1102","00029","201107",217,508.1618,0.016416
3668,"5301","00049","201107",225,478.4379,0.01136
3669,"8200","00694","201107",197,753.1296,0.014504
3670,"7707","00029","201107",391,1001.2868,0.01597
3671,"1101","01210","201107",155,1133.1189,0.032055
3673,"2202","00050","201107",169,478.4207,0.015882
3674,"0608","00019","201107",153,351.2626,0.002416
3675,"3207","01210","201107",155,1172.9293,0.014049
3676,"3201","01210","201107",206,755.4126,-0.004304
3677,"1803","00019","201107",220,841.2429,0.052048
3678,"7706","00029","201107",312,795.3484,0.013067
3679,"9101","01040","201107",282,961.0002,0.023206
3680,"7707","00042","201107",232,1266.9482,0.005516
3681,"3602","00019","201107",203,615.1925,0.019438
3682,"7700","00019","201107",407,1375.5708,0.021565
3684,"1300","01092","201107",117,234,-0.007036
3685,"0104","00049","201107",225,594.3063,0.008165
3686,"1201","00029","201107",135,253.7474,0.006519
3687,"0014","00034","201107",310,2392.8156,0.017381
3688,"0014","01210","201107",155,879.7116,0.010405
3689,"6013","00847","201107",129,426.9534,0.00133
3690,"6013","01210","201107",129,762.4167,0.011406
3691,"7501","00042","201107",116,509.9693,0.003984
3692,"6011","00041","201107",181,1013.539,0.044012
3693,"9208","00050","201107",423,1114.3243,0.015493
3694,"2803","01040","201107",141,609.6763,0.029347
3696,"2201","01210","201107",361,1888.5158,0.02775
3697,"3100","01210","201107",155,1196.4078,0.014864
3698,"5701","00049","201107",169,395.9486,0.010773
3699,"1404","01210","201107",155,996.987,0.008245
3700,"9204","00050","201107",423,1114.3243,0.015493
3701,"5201","00042","201107",155,611.9632,0.001263
3702,"7510","00688","201107",155,750.7646,0.004473
3703,"4112","00049","201107",395,1384.3239,0.068281
3704,"3108","01210","201107",116,897.3059,0.011573
3705,"3600","00042","201107",206,844.6321,-0.004442
3707,"6009","01093","201107",195,500.6434,0.005895
3708,"8100","00688","201107",113,328.4681,-0.004006
3709,"0014","00041","201107",155,633.4741,0.016739
3710,"7902","00042","201107",284,1271.5235,0.011223
3711,"0043","00029","201107",2928,4891.8383,0.010034
3712,"2805","01210","201107",129,977.4378,0.012154
3713,"0015","00049","201107",141,495.2339,0.024462
3714,"3405","01210","201107",155,881.1192,0.00407
3715,"3701","01210","201107",155,945.0212,0.020341
3716,"7406","00041","201107",155,844.6321,0.013743
3717,"0601","01815","201107",129,591.1867,-0.008577
3718,"0804","01815","201107",155,985.4042,-0.003807
3720,"0012","01815","201107",258,1876.9603,0.0045
3721,"1104","01815","201107",155,985.4042,-0.003807
3722,"7708","01815","201107",155,1173.0806,0.002659
3723,"7901","01815","201107",232,1444.9131,0.00724
3724,"2800","01815","201107",452,3421.464,0.004109
3725,"0034","01815","201107",594,4234.8917,0.009537
3726,"0803","01815","201107",155,985.4042,-0.012686
3727,"7704","01815","201107",348,2639.4168,0.005983
3728,"0900","01815","201107",155,985.4042,-0.003668
3729,"0104","01815","201107",142,731.995,-0.009392
3730,"3207","00694","201107",127,637.8119,0.014522
3732,"6008","01210","201107",155,1172.9293,0.014585
3733,"6019","00029","201107",651,1893.6866,0.091619
3734,"3900","01815","201107",155,1126.1762,0.001005
3735,"3902","01815","201107",310,1586.5712,-0.010595
3736,"1600","01815","201107",155,1196.5622,0.003341
3737,"1205","01815","201107",155,1055.7902,-0.001382
3738,"0014","01815","201107",551,3519.2615,-0.03365
3739,"3303","01815","201107",155,985.4042,-0.012686
3740,"0611","01815","201107",155,881.2329,-0.019146
3741,"2201","01815","201107",310,1731.3459,-0.001973
3743,"1100","01815","201107",155,985.4042,-0.003668
3744,"8004","01815","201107",116,897.4217,0.002602
3745,"3804","01815","201107",155,985.4042,-0.003807
3746,"1717","01815","201107",168,1296.2757,0.00362
3747,"9204","00042","201107",181,915.0182,0.002029
3748,"0802","01815","201107",129,802.7295,0.004022
3749,"3601","00688","201107",155,453.3061,-0.002536
3750,"8400","00035","201107",116,1220.336,0.008133
3751,"6002","00694","201107",141,736.6293,0.033389
3752,"1300","01815","201107",129,879.8251,-0.00111
3753,"4300","00042","201107",116,633.4741,0.002758
3755,"3308","01815","201107",129,997.1352,0.00289
3756,"1103","01815","201107",155,985.4042,-0.012686
3757,"7200","00042","201107",194,1055.7902,0.004597
3758,"2200","00042","201107",258,1407.7202,0.006128
3759,"0504","00041","201107",123,646.124,0.010103
3760,"1102","00021","201107",152,512.8398,0.014872
3761,"0403","00049","201107",169,605.5776,0.039108
3762,"1600","01040","201107",225,860.7195,0.009532
3763,"8605","00694","201107",141,658.3479,0.013084
3764,"3007","01210","201107",116,882.5267,0.010634
3766,"6000","01107","201107",215,997.1352,0.001014
3767,"3604","01467","201107",155,872.7865,0.010766
3768,"0612","01210","201107",129,978.2393,0.031535
3769,"9204","00041","201107",168,774.2461,0.010038
3770,"1205","01210","201107",129,879.7116,0.008633
3771,"8301","01815","201107",155,944.3719,0.0037
3772,"0001","01815","201107",129,793.2856,-0.001938
3773,"7509","01815","201107",129,977.5639,0.002216
3774,"8605","01815","201107",155,1173.0806,-0.001035
3775,"9101","01815","201107",484,2952.2817,0.011629
3776,"3101","01815","201107",172,786.9897,-0.011511
3777,"3305","01815","201107",361,2768.4969,0.007285
3779,"2801","01815","201107",310,1699.8978,-0.003846
3780,"2803","01815","201107",155,1196.5622,0.011558
3781,"7510","00041","201107",194,1055.7902,0.016548
3782,"9000","01815","201107",129,977.5639,0.002135
3783,"6022","01093","201107",163,284.053,0.001235
3784,"6022","01815","201107",116,950.2112,0.051192
3785,"1707","01815","201107",258,1600.1087,-0.007515
3786,"7402","01815","201107",116,708.275,0.002775
3787,"3200","01815","201107",310,2346.1613,0.005124
3788,"3207","01815","201107",206,1501.5683,0.00134
3789,"7405","01815","201107",194,1466.3361,0.003323
3791,"0046","01815","201107",1741,9284.611,-0.001923
3792,"7501","01815","201107",116,708.275,0.002775
3793,"9204","00688","201107",168,688.6098,0.000735
3794,"3307","01815","201107",155,881.2329,-0.007125
3795,"4102","00049","201108",283,1043.6731,0.019962
3796,"7001","00049","201108",118,430.3574,0.008116
3797,"0601","00042","201108",155,891.6269,0.005446
3798,"2404","00049","201108",141,648.2153,0.007174
3799,"3402","01092","201108",178,356,-0.016937
3800,"3900","00049","201108",212,882.1998,0.008128
3802,"1725","00042","201108",160,1149.7107,0.050067
3803,"3207","00049","201108",424,1947.958,0.020811
3804,"0400","00049","201108",118,559.7714,0.006244
3805,"0900","00042","201108",129,922.9682,0.003141
3806,"3308","00049","201108",188,864.2871,0.009564
3807,"2406","00041","201108",311,1661.3428,0.013077
3808,"1303","00042","201108",323,2480.9385,0.04241
3809,"2900","00049","201108",165,568.168,0.003393
3810,"0616","00042","201108",116,646.0521,-0.005002
3811,"1306","00049","201108",165,649.3115,0.005613
3812,"3802","00049","201108",141,522.719,0.01002
3814,"1307","00042","201108",259,1525.9741,-0.001843
3815,"1104","00029","201108",297,995.9437,0.010732
3816,"0400","00042","201108",129,922.9682,0.003141
3817,"3704","00049","201108",235,990.7955,0.009647
3818,"1206","00019","201108",272,987.231,-0.000984
3819,"1403","00042","201108",220,1661.2915,0.026577
3820,"1703","00049","201108",165,771.9248,0.029229
3821,"2200","00049","201108",141,649.3115,0.006937
3822,"1102","00042","201108",170,928.7574,0.003716
3823,"7005","00049","201108",141,641.4981,0.007001
3825,"1718","00042","201108",155,1118.6375,0.010889
3826,"0602","00042","201108",259,1213.6033,-0.003339
3827,"1403","00049","201108",118,324.6674,0.001413
3828,"1801","00049","201108",141,486.6869,0.008415
3829,"4907","00049","201108",141,570.9669,0.004992
3830,"0200","00042","201108",207,1289.6942,0.000277
3831,"2401","00049","201108",565,2090.8949,0.04008
3832,"3207","00029","201108",238,663.9625,0.004966
3833,"0103","00042","201108",323,2307.4205,0.027168
3834,"0503","00042","201108",129,932.1979,0.011677
3835,"0038","00049","201108",283,974.0023,0.005816
3836,"3703","00049","201108",141,649.3115,0.023995
3838,"2101","00049","201108",283,784.1067,0.008401
3839,"0503","00049","201108",212,795.995,0.020711
3840,"3407","00049","201108",283,1298.6464,0.013874
3841,"1725","00049","201108",306,1419.0206,0.184315
3842,"3301","00022","201108",146,490.1903,-5.942236
3843,"9103","00764","201108",171,967.9148,0.008482
3844,"4001","00041","201108",311,1783.2538,0.03851
3845,"3002","00049","201108",141,392.0534,0.0042
3846,"1307","00049","201108",259,1213.0247,0.013279
3847,"1104","01093","201108",198,447.3506,-0.001385
3848,"3603","01093","201108",238,536.8207,-0.005539
3850,"0606","00019","201108",118,508.2884,0.001612
3851,"1310","00029","201108",119,331.9812,0.002484
3852,"0034","00042","201108",129,1107.5618,0.066266
3853,"0601","00688","201108",142,727.419,0.006075
3854,"2402","00049","201108",259,958.3151,0.018369
3855,"0403","00029","201108",119,423.8058,0.016494
3856,"1706","00049","201108",141,654.9326,0.007346
3857,"2802","00034","201108",137,1311.0114,0.016587
3858,"4301","00029","201108",208,534.4756,0.009257
3859,"2201","00049","201108",141,522.719,0.01002
3861,"2200","00019","201108",142,1044.6591,0.012663
3862,"2101","00042","201108",388,1671.8005,-0.01178
3863,"1203","00019","201108",189,948.0562,0.020175
3864,"2805","00049","201108",141,584.4014,0.005528
3865,"3405","00029","201108",158,553.2785,0.006295
3866,"3601","00049","201108",306,1045.4568,0.01783
3867,"4909","00049","201108",118,531.7829,0.005761
3868,"3802","00042","201108",116,670.9493,0.004185
3869,"3405","01093","201108",238,536.8207,-0.001662
3870,"0502","00029","201108",178,357.8208,0.003457
3871,"3405","00017","201108",146,730.686,-0.005911
3873,"0616","00019","201108",118,581.3023,0.009046
3874,"3303","00029","201108",238,885.2362,0.036223
3875,"1310","00049","201108",118,441.543,0.00331
3876,"0611","00019","201108",591,2176.3732,-0.003518
3877,"3000","00049","201108",471,1623.3372,0.009693
3878,"1206","00688","201108",129,670.6902,-5.686376
3879,"0616","00049","201108",118,432.1436,0.008266
3880,"0607","00022","201108",122,507.4209,-3.412806
3881,"0616","00022","201108",122,507.4209,-9.1708
3882,"1206","00042","201108",285,1509.9503,-0.006551
3884,"7601","00049","201108",118,522.7378,0.012231
3885,"1309","00042","201108",194,1412.1413,0.005622
3886,"1706","00042","201108",207,1491.5166,0.005607
3887,"3308","00029","201108",158,591.4446,0.007281
3888,"0103","00049","201108",141,648.2153,0.023902
3889,"5001","00042","201108",155,1016.4547,0.011134
3890,"5001","00803","201108",146,904.7513,-0.001197
3891,"1100","00029","201108",198,753.4326,0.009118
3892,"2802","00017","201108",146,700.2719,-0.00319
3893,"1402","00049","201108",118,356.9037,0.004845
3894,"0602","01210","201108",164,1312.0602,0.024603
3895,"1309","00019","201108",142,835.7273,0.007757
3897,"1502","00019","201108",142,672.7904,0.010793
3898,"3308","00021","201108",146,789.8368,0.003951
3899,"2406","00029","201108",475,1770.4724,0.021741
3900,"0503","00019","201108",142,697.5627,0.013973
3901,"0601","00022","201108",122,415.4947,0.000265
3902,"1722","00803","201108",122,936.5539,-0.008304
3903,"2702","00014","201108",142,1125.8388,0.028169
3904,"1200","00019","201108",295,1671.4312,0.013835
3905,"1200","00017","201108",122,438.4116,-0.009014
3906,"1807","00022","201108",146,974.2481,0.009109
3907,"0035","00019","201108",425,2014.1515,0.086047
3909,"8404","00042","201108",155,1107.5618,0.001255
3910,"0103","01092","201108",129,258,-0.029294
3911,"4700","00049","201108",177,811.6453,0.008671
3912,"4002","00041","201108",518,2229.0673,0.030325
3913,"6600","00042","201108",718,5122.4735,0.017435
3914,"7702","00042","201108",233,1364.1892,0.009386
3915,"2802","00035","201108",137,1311.0114,0.014479
3916,"0610","01210","201108",137,1357.0671,0.014164
3917,"9201","00050","201108",353,980.1334,0.010758
3918,"9201","00049","201108",471,1306.8445,0.014001
3920,"1718","00029","201108",143,478.053,0.013337
3921,"3701","01210","201108",164,1312.0602,0.024603
3922,"3901","01815","201108",155,1040.2314,-0.005141
3923,"3302","01815","201108",155,1040.2314,-0.005141
3924,"3900","01815","201108",155,1292.1555,-0.003559
3925,"3308","01815","201108",155,1292.1555,-0.003695
3926,"1734","01815","201108",388,3811.8587,0.049667
3927,"3207","01815","201108",194,1922.7991,0.003362
3928,"1403","01815","201108",129,1046.0306,-0.012963
3929,"0610","01815","201108",155,1151.8643,-0.007123
3930,"0615","01815","201108",116,1154.6332,0.005486
3932,"2404","01815","201108",155,1292.1555,-0.003695
3933,"4700","01424","201108",123,928.2254,0.009166
3934,"7902","01815","201108",116,928.7574,0.002915
3935,"1305","01815","201108",259,2307.4205,-0.002103
3936,"1302","01815","201108",181,1227.9891,-0.005343
3937,"0011","01815","201108",129,959.8869,-0.015949
3938,"0011","00688","201108",116,553.7809,-0.003415
3939,"0806","01815","201108",155,1384.4523,-0.001262
3940,"2700","01815","201108",155,1539.511,0.002722
3941,"1745","01815","201108",1746,12174.8633,-0.001756
3943,"2401","00050","201108",165,522.719,0.00793
3944,"7401","00042","201108",155,891.6269,0.005446
3945,"0011","00029","201108",119,330.5685,0.006579
3946,"3405","00016","201108",146,521.9186,-0.005105
3947,"7403","00042","201108",129,922.9682,0.010867
3948,"0611","00016","201108",146,427.9733,-0.019534
3949,"0103","01097","201108",158,719.2456,0.035258
3950,"0606","01093","201108",131,194.9271,-0.003636
3951,"7401","01105","201108",116,743.0018,0.002179
3952,"0005","00019","201108",118,870.5493,0.010955
3953,"7403","00688","201108",129,821.4417,0.013224
3954,"2101","00041","201108",155,668.7202,0.009098
3956,"0809","00029","201108",144,541.7651,0.006747
3957,"3704","00847","201108",137,797.9714,0.00734
3958,"2101","01675","201108",141,643.5083,-0.002022
3959,"0614","01093","201108",149,268.4104,-0.007403
3960,"0614","01815","201108",142,1055.8756,-0.017541
3961,"3702","01815","201108",155,1040.2314,-0.005141
3962,"0053","01815","201108",1746,14115.156,-0.012312
3963,"2402","01815","201108",155,1040.2314,-0.005141
3964,"0810","01815","201108",155,1384.4523,-0.001215
3965,"2802","01815","201108",259,1689.1377,-0.010601
3966,"0607","01815","201108",116,1154.6332,0.002042
3968,"1202","01815","201108",129,928.778,-0.001463
3969,"2101","01815","201108",466,2790.7923,-0.030457
3970,"4301","00042","201108",138,668.6996,-0.000804
3971,"7000","01815","201108",116,1176.7845,0.002605
3972,"6028","01093","201109",410,308.8193,-0.04009
3973,"7300","00049","201109",674,1220.1783,0.03892
3974,"0602","00019","201109",452,676.1693,0.020089
3975,"4102","00049","201109",259,377.3578,0.021571
3976,"7708","00049","201109",830,1414.0018,0.043852
3977,"1734","00042","201109",242,554.9991,-0.045581
3979,"0610","01093","201109",132,85.5421,-0.002028
3980,"0610","00049","201109",182,211.2902,0.002918
3981,"4600","00049","201109",130,234.768,0.007492
3982,"0601","00042","201109",496,1039.4803,-0.00188
3983,"0601","00049","201109",363,517.7428,0.028975
3984,"1803","00049","201109",571,1049.2153,0.117656
3985,"5501","00049","201109",285,381.2683,0.019813
3986,"2803","00033","201109",138,571.8245,-0.000568
3987,"1700","00049","201109",156,295.8204,0.009901
3988,"7900","00042","201109",278,797.16,0.003888
3989,"2700","00042","201109",242,509.6931,-0.00826
3991,"2700","00049","201109",182,281.7236,0.007461
3992,"3207","00017","201109",506,866.341,-0.024404
3993,"3303","00041","201109",193,543.6726,0.051066
3994,"0701","00042","201109",222,376.1277,-0.010936
3995,"3300","00049","201109",207,371.1113,0.011697
3996,"3204","00049","201109",363,638.5459,0.020519
3997,"6003","00017","201109",152,224.0537,-0.033279
3998,"2404","00049","201109",156,281.248,0.009302
3999,"3301","00049","201109",363,546.289,0.032282
4000,"4001","00049","201109",622,756.011,0.034451
4002,"6013","00017","201109",152,189.2009,-0.031859
4003,"6013","00548","201109",139,173.5686,-0.006785
4004,"3900","00049","201109",156,281.7236,0.008991
4005,"6013","00022","201109",127,175.4495,-0.003997
4006,"6013","00049","201109",207,237.0449,0.008195
4007,"1728","00049","201109",311,537.7228,0.196213
4008,"3202","00049","201109",233,302.3669,0.015101
4009,"3207","00049","201109",934,1549.5153,0.044862
4010,"3201","00049","201109",700,982.7678,0.054062
4011,"1207","00049","201109",467,873.3746,0.028793
4012,"0900","00049","201109",211,343.363,0.009715
4013,"1804","00042","201109",151,434.9381,0.002306
4015,"1501","00049","201109",156,204.1252,0.010362
4016,"7500","00049","201109",311,563.4573,0.017982
4017,"3403","00033","201109",104,413.1501,-0.003884
4018,"3403","00049","201109",207,375.6349,0.041468
4019,"8405","00049","201109",545,874.3461,0.01987
4020,"8405","00029","201109",424,543.0063,0.014102
4021,"3104","00049","201109",156,218.5865,0.005106
4022,"1902","00049","201109",182,234.6103,0.01168
4023,"0500","00049","201109",156,215.672,0.004731
4024,"1401","00049","201109",182,232.2722,0.01141
4025,"3604","00049","201109",571,868.6689,0.023221
4027,"0615","01093","201109",276,144.6364,-0.017462
4028,"3206","00033","201109",110,518.4057,0.004111
4029,"1303","00042","201109",254,623.8643,-0.010536
4030,"3206","00041","201109",435,1223.2634,0.034485
4031,"3206","00049","201109",856,1479.8813,0.046675
4032,"7902","00049","201109",596,885.911,0.051693
4033,"0615","00049","201109",259,410.4569,0.030027
4034,"1722","00049","201109",130,236.8021,0.091645
4035,"1306","00049","201109",182,287.3502,0.008121
4036,"8004","00049","201109",415,760.1852,0.025488
4038,"5201","00029","201109",529,562.8919,0.032066
4039,"3403","00041","201109",302,730.5601,0.053694
4040,"1708","00049","201109",130,239.2308,0.008077
4041,"0008","00049","201109",389,528.2507,0.011546
4042,"3205","00029","201109",318,466.1217,0.016962
4043,"3205","00041","201109",798,2120.3138,0.055162
4044,"3802","00049","201109",130,188.9966,0.010822
4045,"0607","00042","201109",145,332.9995,-0.003231
4046,"1103","00042","201109",282,682.9887,-0.013943
4047,"7704","00049","201109",726,1186.186,0.034951
4048,"8100","00049","201109",233,422.5905,0.013487
4050,"1714","00049","201109",389,710.4062,0.061457
4051,"4908","00049","201109",156,287.077,0.009692
4052,"6024","00049","201109",207,330.3085,0.108968
4053,"4601","00049","201109",363,529.1971,0.030302
4054,"0702","00049","201109",233,339.622,0.019413
4055,"0702","00042","201109",165,328.2569,-0.002701
4056,"0606","00049","201109",130,234.3733,0.007752
4057,"3902","00029","201109",265,319.3713,0.020443
4058,"3804","00049","201109",545,878.7178,0.025483
4059,"1104","00029","201109",132,198.3585,0.007347
4061,"1801","00042","201109",145,339.1988,0.00343
4062,"3701","00049","201109",156,231.1072,0.013485
4063,"3201","00041","201109",798,1750.6581,0.081731
4064,"1101","00042","201109",316,914.7883,0.027416
4065,"6003","01093","201109",265,210.7559,-0.004747
4066,"1101","00049","201109",259,567.0143,0.04352
4067,"0615","00042","201109",496,1189.2839,-0.020879
4068,"2701","00019","201109",251,469.7199,0.021967
4069,"0901","00042","201109",145,328.2569,0.002184
4070,"1104","00042","201109",254,774.7335,0.006775
4071,"0037","00049","201109",233,422.5905,0.114146
4072,"0901","00049","201109",182,226.7976,0.010776
4074,"0610","00019","201109",615,815.1915,-0.002076
4075,"1703","00019","201109",126,243.5075,0.015621
4076,"1713","00019","201109",126,243.5075,0.012135
4077,"1206","00019","201109",251,491.7205,0.009689
4078,"3403","00029","201109",132,194.2157,0.023551
4079,"1713","00042","201109",121,343.1933,0.003964
4080,"1404","00042","201109",145,396.4185,0.000823
4081,"7500","00042","201109",109,305.8159,0.001134
4082,"5201","00049","201109",311,340.2086,0.012851
4083,"2902","00049","201109",519,567.0143,0.021419
4084,"0600","00019","201109",239,444.6659,0.007428
4086,"1902","00042","201109",121,279.0184,0.002442
4087,"1715","00049","201109",674,1234.2852,0.10703
4088,"1718","00049","201109",389,715.2637,0.062299
4089,"1104","00049","201109",467,850.5343,0.02836
4090,"2202","00029","201109",265,234.5383,0.01058
4091,"0602","00042","201109",145,268.0765,-0.004666
4092,"1403","00049","201109",311,520.2157,0.052553
4093,"1801","00049","201109",467,723.4321,0.043941
4094,"2202","00049","201109",1271,1701.0267,0.088565
4095,"2800","00033","201109",270,1258.0254,0.008825
4097,"2800","00049","201109",1245,2169.3396,0.066482
4098,"2904","00049","201109",156,211.3003,0.004618
4099,"2804","00049","201109",130,281.7337,0.010923
4100,"1304","00042","201109",147,305.797,-0.005497
4101,"1304","00049","201109",259,352.1672,0.007697
4102,"2803","00688","201109",411,927.8585,0.003242
4103,"2803","00041","201109",351,819.5676,0.056164
4104,"3203","00041","201109",169,407.745,0.029768
4105,"2803","00042","201109",169,385.328,-0.013732
4106,"2703","00049","201109",337,619.7839,0.069475
4107,"1732","00049","201109",285,523.879,0.143539
4109,"1902","00019","201109",879,1318.5065,0.039488
4110,"1103","00016","201109",152,234.7229,-0.01014
4111,"2702","00033","201109",171,626.0641,0.006259
4112,"0604","00049","201109",467,758.2523,0.022181
4113,"2702","00049","201109",519,793.8038,0.047665
4114,"7901","00049","201109",830,1142.6317,0.061513
4115,"2201","00017","201109",430,601.2375,-0.028993
4116,"1713","00049","201109",519,857.3449,0.066367
4117,"2202","00017","201109",152,216.4455,-0.009745
4118,"1745","00042","201109",1360,3047.9213,0.002442
4120,"7521","00021","201109",253,403.0596,-0.009245
4121,"3604","00029","201109",132,145.6695,0.003802
4122,"3803","00049","201109",130,234.768,0.025916
4123,"3603","00029","201109",353,388.452,0.03378
4124,"3703","00049","201109",441,798.2152,0.088116
4125,"0901","00029","201109",221,234.5383,0.013361
4126,"7403","00049","201109",467,843.744,0.092981
4127,"3700","00049","201109",1063,1840.2556,0.055965
4128,"0200","00049","201109",285,515.6213,0.016427
4129,"8001","00049","201109",156,226.7976,0.012987
4130,"1723","00042","201109",145,411.832,0.021293
4131,"1735","00049","201109",207,378.8833,0.103237
4133,"3201","00029","201109",529,625.4022,0.039333
4134,"3303","00049","201109",156,281.248,0.030995
4135,"7519","00049","201109",467,868.6588,0.076551
4136,"1805","00019","201109",427,928.8479,0.022648
4137,"1304","00019","201109",502,888.1261,0.013043
4138,"3307","00019","201109",126,291.7385,0.007604
4139,"2006","00049","201109",156,284.1625,0.009497
4140,"2803","00049","201109",804,1353.7792,0.137972
4141,"0037","00029","201109",176,264.4779,0.079856
4142,"2101","00049","201109",389,481.9378,0.022623
4143,"1101","00029","201109",335,504.3405,0.037499
4145,"9000","00049","201109",311,704.3242,0.027069
4146,"1734","00019","201109",427,983.7939,0.214415
4147,"1741","00049","201109",3499,4997.8453,0.026428
4148,"7200","00049","201109",156,281.7236,0.008991
4149,"2406","00049","201109",311,619.8041,0.022441
4150,"3407","00049","201109",130,239.2308,0.00778
4151,"7507","00049","201109",156,281.7236,0.008991
4152,"3300","00041","201109",206,489.2865,0.010079
4153,"2803","00022","201109",430,804.9337,0.028745
4154,"0502","00049","201109",259,283.5072,0.010709
4156,"3902","00042","201109",145,328.2569,0.002184
4157,"3205","00019","201109",176,291.7287,0.003294
4158,"1734","00049","201109",2412,4696.4527,1.3595
4159,"1403","00019","201109",176,428.1968,0.041202
4160,"2701","00042","201109",218,492.3854,0.003275
4161,"3107","00049","201109",571,1008.7262,0.031402
4162,"1733","00019","201109",728,1407.0402,0.218814
4163,"2801","00049","201109",519,702.3157,0.037077
4164,"2801","00029","201109",255,302.0637,0.019055
4165,"1103","00022","201109",120,223.1646,0.007646
4166,"1712","00029","201109",137,195.8583,0.018063
4168,"1205","00049","201109",156,287.077,0.009692
4169,"1300","00049","201109",182,334.9231,0.010892
4170,"1726","00049","201109",467,881.6323,0.352522
4171,"2101","00029","201109",185,191.3733,0.010568
4172,"8406","00049","201109",311,563.4472,0.015238
4173,"2006","00019","201109",138,276.4359,0.005727
4174,"2701","00049","201109",545,793.7956,0.045454
4175,"1712","00019","201109",842,1689.3776,0.091261
